id_colonia,colonia,id_alcaldia,alcaldia,n_incidentes
07-036,CUITLAHUAC (U HAB),7,IZTAPALAPA,151
08-029,LAS PALMAS,8,LA MAGDALENA CONTRERAS,151
04-028,LAS TINAJAS,4,CUAJIMALPA DE MORELOS,150
04-034,MANZANASTITLA,4,CUAJIMALPA DE MORELOS,149
12-183,VALLE DE TEPEPAN,12,TLALPAN,148
13-027,LOS CERRILLOS III,13,XOCHIMILCO,148
05-021,CASTILLO GRANDE,5,GUSTAVO A. MADERO,147
13-009,CRISTO REY,13,XOCHIMILCO,147
05-026,COCOYOTES,5,GUSTAVO A. MADERO,146
12-171,TEPETONGO,12,TLALPAN,144
12-131,PRADO COAPA 3A SECCION-POTRERO ACOXPA,12,TLALPAN,143
07-050,EL EDEN,7,IZTAPALAPA,142
07-318,TENORIOS (AMPL),7,IZTAPALAPA,142
08-006,EL ERMITAÑO,8,LA MAGDALENA CONTRERAS,141
02-047,MIGUEL HIDALGO (U HAB),2,AZCAPOTZALCO,140
02-050,NUEVA EL ROSARIO,2,AZCAPOTZALCO,140
05-010,BELISARIO DOMINGUEZ,5,GUSTAVO A. MADERO,140
10-166,PALMAS,10,ALVARO OBREGON,140
17-028,FIVIPORT (U HAB),17,VENUSTIANO CARRANZA,139
05-004,AIDEE SOLÍS CÁRDENAS-MATÍAS ROMERO (U HAB),5,GUSTAVO A. MADERO,138
05-118,LUIS DONALDO COLOSIO,5,GUSTAVO A. MADERO,138
10-094,LA ANGOSTURA,10,ALVARO OBREGON,138
10-110,LA PERA XOCHINAHUAC (U HAB),10,ALVARO OBREGON,138
12-069,BARRIO LA LONJA,12,TLALPAN,138
05-043,EJIDOS SAN JUAN DE ARAGON 1A SECCION (U HAB),5,GUSTAVO A. MADERO,137
10-206,TARANGO (U HAB),10,ALVARO OBREGON,137
11-010,FRANCISCO VILLA,11,TLAHUAC,136
12-076,LA PRIMAVERA,12,TLALPAN,136
03-061,JARDINES DE COYOACAN (FRACC),3,COYOACAN,135
05-127,NARCISO BASSOLS (U HAB),5,GUSTAVO A. MADERO,135
11-006,EL ROSARIO,11,TLAHUAC,135
11-013,JARDINES DEL LLANO-U.H. VILLA TLATEMPA,11,TLAHUAC,135
02-053,NUEVO SAN RAFAEL (BARR),2,AZCAPOTZALCO,134
05-025,CHURUBUSCO TEPEYAC,5,GUSTAVO A. MADERO,134
10-016,ARCOS DE CENTENARIO,10,ALVARO OBREGON,134
12-106,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),12,TLALPAN,132
06-025,PICOS IZTACALCO 2A,6,IZTACALCO,131
17-011,CANDELARIA DELOS PATOS (U HAB),17,VENUSTIANO CARRANZA,131
02-046,MANUEL RIVERA ANAYA CROC I (U HAB),2,AZCAPOTZALCO,130
10-014,JALALPA (AMPL),10,ALVARO OBREGON,130
17-019,EL ARENAL 2A SECCION,17,VENUSTIANO CARRANZA,130
10-119,LAS PALMAS,10,ALVARO OBREGON,129
05-254,LA ESMERALDA III,5,GUSTAVO A. MADERO,128
06-014,JARDINES TECMA,6,IZTACALCO,128
09-006,SAN JUAN TEPENAHUAC (PBLO),9,MILPA ALTA,128
10-090,JALALPA TEPITO,10,ALVARO OBREGON,127
03-053,HERMOSILLO,3,COYOACAN,126
12-064,JARDINES COAPA-BELISARIO DOMINGUEZ,12,TLALPAN,126
13-026,LOS CERRILLOS II,13,XOCHIMILCO,126
10-025,BALCONES DE CEHUAYO,10,ALVARO OBREGON,125
02-044,LIBERTAD,2,AZCAPOTZALCO,124
05-090,JUAN DE DIOS BATIZ (U HAB),5,GUSTAVO A. MADERO,123
10-129,LOMAS DE CENTENARIO (U HAB),10,ALVARO OBREGON,123
10-236,VILLA PROGRESISTA,10,ALVARO OBREGON,122
05-016,CAMINO A SAN JUAN DE ARAGON (PBLO),5,GUSTAVO A. MADERO,121
07-075,F P F V (PREDIO EL MOLINO) ( U HAB),7,IZTAPALAPA,120
04-022,JESUS DEL MONTE,4,CUAJIMALPA DE MORELOS,118
05-046,EL ARBOLILLO 1 (U HAB),5,GUSTAVO A. MADERO,118
12-061,ISIDRO FABELA (AMPL),12,TLALPAN,117
13-004,BELEM (BARR),13,XOCHIMILCO,117
13-020,LA CONCEPCION TLACOAPA (BARR),13,XOCHIMILCO,117
02-092,SANTA CRUZ ACAYUCAN (PBLO),2,AZCAPOTZALCO,116
10-003,ACUILOTLA,10,ALVARO OBREGON,116
08-051,TIERRA COLORADA,8,LA MAGDALENA CONTRERAS,114
12-086,LOMAS HIDALGO,12,TLALPAN,114
07-161,PREDIO DEGOLLADO,7,IZTAPALAPA,113
03-081,MEDIA LUNA,3,COYOACAN,112
03-120,VILLA PANAMERICANA 6TA. SECCIÓN (U HAB),3,COYOACAN,112
03-121,VILLA PANAMERICANA 7MA. SECCIÓN (U HAB),3,COYOACAN,112
05-116,LOMAS DE SAN JUAN IXHUATEPEC (2A SECCION),5,GUSTAVO A. MADERO,112
08-007,EL GAVILLERO,8,LA MAGDALENA CONTRERAS,112
05-083,INFONAVIT CAMINO SAN JUAN DE ARAGON (U HAB),5,GUSTAVO A. MADERO,111
10-100,LA CONCHITA,10,ALVARO OBREGON,111
12-019,CHICHICASPATL,12,TLALPAN,110
07-038,DEGOLLADO,7,IZTAPALAPA,108
10-211,TEPEACA (AMPL),10,ALVARO OBREGON,108
12-096,MIRADOR 1A SECC,12,TLALPAN,108
13-018,LA CAÑADA,13,XOCHIMILCO,108
07-052,EL MANTO PLAN DE IGUALA,7,IZTAPALAPA,107
07-213,SANTA MARIA TOMATLAN (AMPL),7,IZTAPALAPA,107
12-026,CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN,12,TLALPAN,107
12-193,VILLA DEL PUENTE FOVISSSTE (U HAB),12,TLALPAN,107
13-068,TECACALANCO,13,XOCHIMILCO,106
13-074,XICALHUACAN,13,XOCHIMILCO,105
03-019,CHIMALISTAC,3,COYOACAN,104
05-097,LA ESMERALDA (U HAB),5,GUSTAVO A. MADERO,104
12-100,MIRADOR I,12,TLALPAN,104
16-062,PENSIL SUR,16,MIGUEL HIDALGO,104
08-028,LAS HUERTAS,8,LA MAGDALENA CONTRERAS,103
04-002,ADOLFO LOPEZ MATEOS,4,CUAJIMALPA DE MORELOS,102
05-182,TLACAELEL,5,GUSTAVO A. MADERO,102
07-236,VALLE DE LUCES (U HAB),7,IZTAPALAPA,102
07-002,ALBARRADAS (U HAB),7,IZTAPALAPA,101
10-138,LOMAS DE PUERTA GRANDE,10,ALVARO OBREGON,101
13-063,SANTA INES,13,XOCHIMILCO,101
05-020,CASTILLO CHICO,5,GUSTAVO A. MADERO,100
07-068,EL VERGEL TRIANGULO DE LAS AGUJAS II (U HAB),7,IZTAPALAPA,100
11-053,VILLAS DE LOS TRABAJADORES (GDF) (U HAB),11,TLAHUAC,100
12-151,SN JUAN TEPEXIMILPA,12,TLALPAN,100
05-100,LA FORESTAL 2,5,GUSTAVO A. MADERO,99
13-079,LORETO PEÑA POBRE (U HAB),13,XOCHIMILCO,99
10-056,EL BOSQUE,10,ALVARO OBREGON,98
10-241,19 DE MAYO,10,ALVARO OBREGON,98
02-048,MONTE ALTO,2,AZCAPOTZALCO,97
10-185,PUENTE COLORADO (AMPL),10,ALVARO OBREGON,96
10-098,LA CEBADA (AMPL),10,ALVARO OBREGON,95
12-159,SAN PEDRO APOSTOL (BARR),12,TLALPAN,95
03-110,SANTA URSULA COYOACAN,3,COYOACAN,93
07-211,SANTA MARIA DEL MONTE,7,IZTAPALAPA,93
10-053,DOS RIOS,10,ALVARO OBREGON,93
12-198,VISTAS DEL PEDREGAL,12,TLALPAN,93
17-022,EL ARENAL PTO AEREO (FRACC),17,VENUSTIANO CARRANZA,93
02-076,SAN BERNABE (BARR),2,AZCAPOTZALCO,92
07-018,CABEZA DE JUAREZ II (U HAB),7,IZTAPALAPA,92
11-050,TIERRA BLANCA,11,TLAHUAC,91
05-150,SAN ANTONIO,5,GUSTAVO A. MADERO,90
08-001,ATACAXCO,8,LA MAGDALENA CONTRERAS,90
10-022,AVE REAL,10,ALVARO OBREGON,90
10-120,LIBERACION PROLETARIA,10,ALVARO OBREGON,90
10-173,PODER POPULAR,10,ALVARO OBREGON,90
05-148,ROSAS DEL TEPEYAC,5,GUSTAVO A. MADERO,89
13-025,LOS CERRILLOS I,13,XOCHIMILCO,89
04-004,AHUATENCO,4,CUAJIMALPA DE MORELOS,88
07-004,ALLEPETLALI (U HAB),7,IZTAPALAPA,88
07-058,EL RODEO,7,IZTAPALAPA,88
10-121,LIBERALES DE 1857,10,ALVARO OBREGON,88
12-099,MIRADOR DEL VALLE,12,TLALPAN,88
16-073,SAN JOAQUIN,16,MIGUEL HIDALGO,88
02-110,XOCHINAHUAC (U HAB),2,AZCAPOTZALCO,87
03-026,CROC CULHUACAN SECC 6 (U HAB),3,COYOACAN,87
08-026,LAS CALLES (BARR),8,LA MAGDALENA CONTRERAS,87
10-232,UNIDAD POPULAR TEPEACA,10,ALVARO OBREGON,87
05-135,PARQUE METROPOLITANO,5,GUSTAVO A. MADERO,86
03-032,CTM VIIA CULHUACAN (U HAB),3,COYOACAN,85
10-154,MIGUEL HIDALGO,10,ALVARO OBREGON,85
07-084,GRANJAS ESTRELLA II,7,IZTAPALAPA,84
10-112,LA PRESA SECCION HORNOS,10,ALVARO OBREGON,84
12-092,MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,12,TLALPAN,84
17-063,VENUSTIANO CARRANZA (AMPL),17,VENUSTIANO CARRANZA,83
16-067,POPO (AMPL),16,MIGUEL HIDALGO,81
07-031,COLONIAL IZTAPALAPA (FRACC),7,IZTAPALAPA,80
10-032,BONANZA,10,ALVARO OBREGON,80
10-180,PRIVADA CENTENARIO,10,ALVARO OBREGON,80
12-176,TLALMILLE,12,TLALPAN,80
05-045,EL ARBOLILLO,5,GUSTAVO A. MADERO,79
03-091,PEDREGAL DEL MAUREL,3,COYOACAN,78
07-107,LA ESPERANZA,7,IZTAPALAPA,78
11-061,TEMPILULI,11,TLAHUAC,78
12-142,RINCON LAS HADAS-VILLA ROYALE-FUENTES Y ARCONADA COAPA,12,TLALPAN,78
16-030,FRANCISCO I MADERO,16,MIGUEL HIDALGO,78
10-097,LA CASCADA,10,ALVARO OBREGON,77
12-145,ROCA DE CRISTAL,12,TLALPAN,77
04-003,AGUA BENDITA,4,CUAJIMALPA DE MORELOS,76
05-089,JOSE MARIA MORELOS Y PAVON II (U HAB),5,GUSTAVO A. MADERO,75
08-004,CAZULCO (BARR),8,LA MAGDALENA CONTRERAS,75
11-008,EMILIANO ZAPATA 1A,11,TLAHUAC,75
10-142,LOMAS DE SANTO DOMINGO (AMPL),10,ALVARO OBREGON,74
10-168,PARAJE EL CABALLITO,10,ALVARO OBREGON,74
12-182,TRES FUENTES (U HAB),12,TLALPAN,74
07-103,JUSTO SIERRA,7,IZTAPALAPA,73
10-118,LAS CUEVITAS,10,ALVARO OBREGON,73
13-046,SAN JOSE ZACATEPEC,13,XOCHIMILCO,73
07-235,USCOVI (U HAB),7,IZTAPALAPA,72
12-216,LA MAGUEYERA,12,TLALPAN,72
07-111,LA MAGUEYERA,7,IZTAPALAPA,71
16-033,HUICHAPAN,16,MIGUEL HIDALGO,71
10-216,TIZAMPAMPANO,10,ALVARO OBREGON,70
05-080,INDECO (U HAB),5,GUSTAVO A. MADERO,69
08-017,INDEPENDENCIA SAN RAMON (U HAB),8,LA MAGDALENA CONTRERAS,69
12-112,ORIENTE (AMPL),12,TLALPAN,69
13-008,CERRO GRANDE,13,XOCHIMILCO,69
16-056,NEXTITLA,16,MIGUEL HIDALGO,69
02-035,IGNACIO ALLENDE,2,AZCAPOTZALCO,68
05-147,REVOLUCION IMSS (U HAB),5,GUSTAVO A. MADERO,67
10-128,LOMAS DE CAPULIN,10,ALVARO OBREGON,67
10-219,TLACOYAQUE,10,ALVARO OBREGON,67
16-002,AHUEHUETES ANAHUAC,16,MIGUEL HIDALGO,67
07-094,IGNACIO ZARAGOZA (U HAB),7,IZTAPALAPA,66
03-071,LOS CEDROS (FRACC),3,COYOACAN,65
12-200,XAXALCO,12,TLALPAN,64
07-146,MONTE ALBAN,7,IZTAPALAPA,63
16-011,ANAHUAC PERALITOS,16,MIGUEL HIDALGO,63
02-034,HUAUTLA DE LAS SALINAS (BARR),2,AZCAPOTZALCO,62
10-028,BEJERO,10,ALVARO OBREGON,62
12-085,LOMAS DEL PEDREGAL,12,TLALPAN,62
